本資料編號,段號,使用分區,使用地類別,魚塭號,縣市,鄉鎮區,漁編,段名,地號,環社分區,魚塭面積
94942,EJ283211630000,一般農業區,農牧用地,772,高雄市,路竹區,高雄市路竹區772,華山段,1163,優先區,25.284
94946,EJ283211640000,一般農業區,農牧用地,753,高雄市,路竹區,高雄市路竹區753,華山段,1164,優先區,2.345
94947,EJ283211640000,一般農業區,農牧用地,770,高雄市,路竹區,高雄市路竹區770,華山段,1164,優先區,602.989
94948,EJ283211640000,一般農業區,農牧用地,772,高雄市,路竹區,高雄市路竹區772,華山段,1164,優先區,917.53
94950,EJ283211650000,一般農業區,農牧用地,772,高雄市,路竹區,高雄市路竹區772,華山段,1165,優先區,1184.063
94969,EJ283211820000,一般農業區,農牧用地,773-1,高雄市,路竹區,高雄市路竹區773-1,華山段,1182,優先區,2278.792
94973,EJ283211830000,一般農業區,農牧用地,773-1,高雄市,路竹區,高雄市路竹區773-1,華山段,1183,優先區,2.076
95430,EJ283702950000,一般農業區,農牧用地,551,高雄市,路竹區,高雄市路竹區551,三爺段,295,優先區,908.05
95431,EJ283702950001,一般農業區,農牧用地,551,高雄市,路竹區,高雄市路竹區551,三爺段,295-1,優先區,3852.633
95432,EJ283702950002,一般農業區,農牧用地,551,高雄市,路竹區,高雄市路竹區551,三爺段,295-2,優先區,3290.588
95433,EJ283702950002,一般農業區,農牧用地,552,高雄市,路竹區,高雄市路竹區552,三爺段,295-2,優先區,590.238
95434,EJ283702950003,一般農業區,農牧用地,551,高雄市,路竹區,高雄市路竹區551,三爺段,295-3,優先區,4356.873
95435,EJ283702950003,一般農業區,農牧用地,552,高雄市,路竹區,高雄市路竹區552,三爺段,295-3,優先區,26.166
95436,EJ283702950003,一般農業區,農牧用地,552,高雄市,路竹區,高雄市路竹區552,三爺段,295-3,優先區,24.675
95437,EJ283702960000,一般農業區,農牧用地,551,高雄市,路竹區,高雄市路竹區551,三爺段,296,優先區,0.009
95438,EJ283702960000,一般農業區,農牧用地,554,高雄市,路竹區,高雄市路竹區554,三爺段,296,優先區,4880.636
95439,EJ283702960000,一般農業區,農牧用地,552,高雄市,路竹區,高雄市路竹區552,三爺段,296,優先區,5903.074
95441,EJ283702970000,一般農業區,農牧用地,551,高雄市,路竹區,高雄市路竹區551,三爺段,297,優先區,187.022
95479,EJ283703360000,一般農業區,農牧用地,436,高雄市,路竹區,高雄市路竹區436,三爺段,336,優先區,0.696
95480,EJ283703360000,一般農業區,農牧用地,436,高雄市,路竹區,高雄市路竹區436,三爺段,336,優先區,13.087
95481,EJ283703390000,一般農業區,農牧用地,436,高雄市,路竹區,高雄市路竹區436,三爺段,339,優先區,3064.082
95679,EJ283705590000,一般農業區,農牧用地,452,高雄市,路竹區,高雄市路竹區452,三爺段,559,優先區,13.407
95689,EJ283705680000,一般農業區,農牧用地,452,高雄市,路竹區,高雄市路竹區452,三爺段,568,優先區,576.914
95693,EJ283705690000,一般農業區,農牧用地,452,高雄市,路竹區,高雄市路竹區452,三爺段,569,優先區,275.644
95702,EJ283705790000,一般農業區,農牧用地,464-1,高雄市,路竹區,高雄市路竹區464-1,三爺段,579,優先區,6246.568
95706,EJ283705800000,一般農業區,農牧用地,464-3,高雄市,路竹區,高雄市路竹區464-3,三爺段,580,優先區,48.154
95707,EJ283705810000,一般農業區,農牧用地,464-3,高雄市,路竹區,高雄市路竹區464-3,三爺段,581,優先區,1809.333
95719,EJ283705930000,一般農業區,農牧用地,464-3,高雄市,路竹區,高雄市路竹區464-3,三爺段,593,優先區,11.153
96031,EJ284708980000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,898,優先區,7.318
96033,EJ284708990000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,899,優先區,9.034
96034,EJ284708990000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,899,優先區,2.94
96035,EJ284708990000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,899,優先區,4
96050,EJ284709020000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,902,優先區,12.334
96051,EJ284709020000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,902,優先區,0.049
96052,EJ284709060000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,906,優先區,1325.664
96053,EJ284709080000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,908,優先區,1068.395
96054,EJ284709090000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,909,優先區,71.697
96104,EJ284702500000,一般農業區,農牧用地,847,高雄市,路竹區,高雄市路竹區847,頂寮段,250,優先區,1010.814
96119,EJ284709070000,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,907,優先區,735.382
96120,EJ284709070001,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,907-1,優先區,283.846
96121,EJ284709070002,一般農業區,農牧用地,880,高雄市,路竹區,高雄市路竹區880,頂寮段,907-2,優先區,96.677
96732,EJ301604340000,一般農業區,農牧用地,509,高雄市,茄萣區,高雄市茄萣區509,興達段,434,優先區,55.264
96918,EJ272602300000,一般農業區,農牧用地,220,高雄市,阿蓮區,高雄市阿蓮區220,中軍段,230,優先區,879.543
96919,EJ272602310000,一般農業區,農牧用地,220,高雄市,阿蓮區,高雄市阿蓮區220,中軍段,231,優先區,1670.809
96920,EJ272602320000,一般農業區,農牧用地,220,高雄市,阿蓮區,高雄市阿蓮區220,中軍段,232,優先區,987.56
97003,EJ283501500000,一般農業區,農牧用地,668,高雄市,路竹區,高雄市路竹區668,北嶺段,150,優先區,9.876
97006,EJ283501510000,一般農業區,農牧用地,668,高雄市,路竹區,高雄市路竹區668,北嶺段,151,優先區,816.603
97007,EJ283501510001,一般農業區,農牧用地,668,高雄市,路竹區,高雄市路竹區668,北嶺段,151-1,優先區,848.873
97008,EJ283501510002,一般農業區,農牧用地,668,高雄市,路竹區,高雄市路竹區668,北嶺段,151-2,優先區,839.608
97009,EJ283501510003,一般農業區,農牧用地,668,高雄市,路竹區,高雄市路竹區668,北嶺段,151-3,優先區,206.932
97025,EJ285102290000,一般農業區,農牧用地,585,高雄市,路竹區,高雄市路竹區585,樹人段,229,優先區,1092.338
97026,EJ285102300000,一般農業區,農牧用地,585,高雄市,路竹區,高雄市路竹區585,樹人段,230,優先區,785.464
97027,EJ285102300000,一般農業區,農牧用地,584,高雄市,路竹區,高雄市路竹區584,樹人段,230,優先區,699.155
97028,EJ285102330000,一般農業區,農牧用地,584,高雄市,路竹區,高雄市路竹區584,樹人段,233,優先區,821.093
97029,EJ285102350000,一般農業區,農牧用地,584,高雄市,路竹區,高雄市路竹區584,樹人段,235,優先區,874.717
97030,EJ285102370000,一般農業區,農牧用地,584,高雄市,路竹區,高雄市路竹區584,樹人段,237,優先區,1758.547
97039,EJ283502740000,一般農業區,農牧用地,668,高雄市,路竹區,高雄市路竹區668,北嶺段,274,優先區,0.285
97056,EJ285102930000,一般農業區,農牧用地,584,高雄市,路竹區,高雄市路竹區584,樹人段,293,優先區,177.815
97060,EJ285102950000,一般農業區,農牧用地,585,高雄市,路竹區,高雄市路竹區585,樹人段,295,優先區,44.621
97061,EJ285102950000,一般農業區,農牧用地,584,高雄市,路竹區,高雄市路竹區584,樹人段,295,優先區,209.957
97067,EJ285103360000,一般農業區,農牧用地,641,高雄市,路竹區,高雄市路竹區641,樹人段,336,優先區,449.926
97068,EJ285103360000,一般農業區,農牧用地,641,高雄市,路竹區,高雄市路竹區641,樹人段,336,優先區,209.183
97069,EJ285103360000,一般農業區,農牧用地,640,高雄市,路竹區,高雄市路竹區640,樹人段,336,優先區,6.644
97070,EJ285103360000,一般農業區,農牧用地,640,高雄市,路竹區,高雄市路竹區640,樹人段,336,優先區,333.246
97084,EJ285103690000,一般農業區,農牧用地,497,高雄市,路竹區,高雄市路竹區497,樹人段,369,優先區,14.167
97115,EJ285104140000,一般農業區,農牧用地,592,高雄市,路竹區,高雄市路竹區592,樹人段,414,優先區,458.739
97116,EJ285104140000,一般農業區,農牧用地,597-1,高雄市,路竹區,高雄市路竹區597-1,樹人段,414,優先區,655.787
97122,EJ285104200000,一般農業區,農牧用地,597,高雄市,路竹區,高雄市路竹區597,樹人段,420,優先區,2.067
97123,EJ285104210000,一般農業區,農牧用地,597,高雄市,路竹區,高雄市路竹區597,樹人段,421,優先區,71.063
97124,EJ285104220000,一般農業區,農牧用地,597-1,高雄市,路竹區,高雄市路竹區597-1,樹人段,422,優先區,57.93
97125,EJ285104230000,一般農業區,農牧用地,592,高雄市,路竹區,高雄市路竹區592,樹人段,423,優先區,70.356
97126,EJ285104230000,一般農業區,農牧用地,597-1,高雄市,路竹區,高雄市路竹區597-1,樹人段,423,優先區,55.426
97130,EJ285104550000,一般農業區,農牧用地,640,高雄市,路竹區,高雄市路竹區640,樹人段,455,優先區,50.6
97161,EJ285105300000,一般農業區,農牧用地,506,高雄市,路竹區,高雄市路竹區506,樹人段,530,優先區,295.553
97162,EJ285105300000,一般農業區,農牧用地,505,高雄市,路竹區,高雄市路竹區505,樹人段,530,優先區,171.508
97165,EJ285105330000,一般農業區,農牧用地,506,高雄市,路竹區,高雄市路竹區506,樹人段,533,優先區,474.326
97172,EJ285105470000,一般農業區,農牧用地,503-2,高雄市,路竹區,高雄市路竹區503-2,樹人段,547,優先區,137.807
97174,EJ285105500000,一般農業區,農牧用地,503-2,高雄市,路竹區,高雄市路竹區503-2,樹人段,550,優先區,53.137
97194,EJ285105640000,一般農業區,農牧用地,504-1,高雄市,路竹區,高雄市路竹區504-1,樹人段,564,優先區,1284.823
97195,EJ283705700000,一般農業區,農牧用地,452,高雄市,路竹區,高雄市路竹區452,三爺段,570,優先區,31.822
97330,EJ284508660000,一般農業區,農牧用地,307-1,高雄市,路竹區,高雄市路竹區307-1,竹園段,866,優先區,40.633
97331,EJ284508670000,一般農業區,農牧用地,307-1,高雄市,路竹區,高雄市路竹區307-1,竹園段,867,優先區,1780.887
97332,EJ284508680000,一般農業區,農牧用地,307-1,高雄市,路竹區,高雄市路竹區307-1,竹園段,868,優先區,62.929
97502,EJ292510610000,特定農業區,農牧用地,346,高雄市,湖內區,高雄市湖內區346,海山段,1061,優先區,594.033
97833,EJ292412370000,特定農業區,農牧用地,455,高雄市,湖內區,高雄市湖內區455,劉家段,1237,優先區,0.553
97834,EJ292412370000,特定農業區,農牧用地,468,高雄市,湖內區,高雄市湖內區468,劉家段,1237,優先區,3814.612
98513,EJ290325370000,特定農業區,農牧用地,273-1,高雄市,湖內區,高雄市湖內區273-1,海埔段,2537,優先區,2838.299
98529,EJ290325490000,特定農業區,農牧用地,257-1,高雄市,湖內區,高雄市湖內區257-1,海埔段,2549,優先區,375.035
98531,EJ290325500000,特定農業區,農牧用地,257-1,高雄市,湖內區,高雄市湖內區257-1,海埔段,2550,優先區,3.586
98566,EJ290325880000,特定農業區,農牧用地,264,高雄市,湖內區,高雄市湖內區264,海埔段,2588,優先區,1507.361
98568,EJ290325890000,特定農業區,農牧用地,264,高雄市,湖內區,高雄市湖內區264,海埔段,2589,優先區,0.131
98571,EJ290325920000,特定農業區,農牧用地,249-2,高雄市,湖內區,高雄市湖內區249-2,海埔段,2592,優先區,147.212
98572,EJ290325920000,特定農業區,農牧用地,249-1,高雄市,湖內區,高雄市湖內區249-1,海埔段,2592,優先區,978.815
98573,EJ290325930000,特定農業區,農牧用地,249-2,高雄市,湖內區,高雄市湖內區249-2,海埔段,2593,優先區,347.417
98574,EJ290325930000,特定農業區,農牧用地,249-1,高雄市,湖內區,高雄市湖內區249-1,海埔段,2593,優先區,1273.932
98575,EJ290325940000,特定農業區,農牧用地,249,高雄市,湖內區,高雄市湖內區249,海埔段,2594,優先區,347.555
98576,EJ290325940000,特定農業區,農牧用地,249-2,高雄市,湖內區,高雄市湖內區249-2,海埔段,2594,優先區,256.841
98577,EJ290325940000,特定農業區,農牧用地,249-1,高雄市,湖內區,高雄市湖內區249-1,海埔段,2594,優先區,760.34
98578,EJ290325950000,特定農業區,農牧用地,249,高雄市,湖內區,高雄市湖內區249,海埔段,2595,優先區,1581.344
98579,EJ290325960000,特定農業區,農牧用地,249,高雄市,湖內區,高雄市湖內區249,海埔段,2596,優先區,1236.01
98701,EJ290431440000,特定農業區,農牧用地,862,高雄市,湖內區,高雄市湖內區862,圍子內段,3144,優先區,2363.66
98724,EJ290431550000,特定農業區,農牧用地,838,高雄市,湖內區,高雄市湖內區838,圍子內段,3155,優先區,1219.928
98726,EJ290431560000,特定農業區,農牧用地,838,高雄市,湖內區,高雄市湖內區838,圍子內段,3156,優先區,1425.405
98727,EJ290431570000,特定農業區,農牧用地,838,高雄市,湖內區,高雄市湖內區838,圍子內段,3157,優先區,1295.476
98728,EJ290431580000,特定農業區,農牧用地,838,高雄市,湖內區,高雄市湖內區838,圍子內段,3158,優先區,1190.339
98729,EJ290431580000,特定農業區,農牧用地,838-1,高雄市,湖內區,高雄市湖內區838-1,圍子內段,3158,優先區,9.691
98730,EJ290431590000,特定農業區,農牧用地,838-1,高雄市,湖內區,高雄市湖內區838-1,圍子內段,3159,優先區,2539.267
98731,EJ290431600000,特定農業區,農牧用地,838-1,高雄市,湖內區,高雄市湖內區838-1,圍子內段,3160,優先區,2085.401
98733,EJ290431610000,特定農業區,農牧用地,838-1,高雄市,湖內區,高雄市湖內區838-1,圍子內段,3161,優先區,31.831
98744,EJ290431700000,特定農業區,農牧用地,828,高雄市,湖內區,高雄市湖內區828,圍子內段,3170,優先區,1202.056
98746,EJ290431710000,特定農業區,農牧用地,828,高雄市,湖內區,高雄市湖內區828,圍子內段,3171,優先區,1514.56
98749,EJ290431730000,特定農業區,農牧用地,834,高雄市,湖內區,高雄市湖內區834,圍子內段,3173,優先區,2236.154
98750,EJ290431730000,特定農業區,農牧用地,834-1,高雄市,湖內區,高雄市湖內區834-1,圍子內段,3173,優先區,7.479
98752,EJ290431740000,特定農業區,農牧用地,834-1,高雄市,湖內區,高雄市湖內區834-1,圍子內段,3174,優先區,1534.169
98753,EJ290431740000,特定農業區,農牧用地,834,高雄市,湖內區,高雄市湖內區834,圍子內段,3174,優先區,1217.306
98842,EJ290332120000,特定農業區,農牧用地,613-1,高雄市,湖內區,高雄市湖內區613-1,海埔段,3212,優先區,922.397
98865,EJ290332180000,特定農業區,農牧用地,610,高雄市,湖內區,高雄市湖內區610,海埔段,3218,優先區,1374.934
98867,EJ290332190000,特定農業區,農牧用地,610,高雄市,湖內區,高雄市湖內區610,海埔段,3219,優先區,1155.387
99030,EJ290433950000,特定農業區,農牧用地,1114,高雄市,湖內區,高雄市湖內區1114,圍子內段,3395,優先區,135.759
99031,EJ290433960000,特定農業區,農牧用地,1114,高雄市,湖內區,高雄市湖內區1114,圍子內段,3396,優先區,1436.127
99032,EJ290433970000,特定農業區,農牧用地,1114,高雄市,湖內區,高雄市湖內區1114,圍子內段,3397,優先區,2116.556
99064,EJ292203790000,一般農業區,農牧用地,379,高雄市,湖內區,高雄市湖內區379,正義段,379,優先區,4581.286
99586,EJ290445780000,特定農業區,農牧用地,1437,高雄市,湖內區,高雄市湖內區1437,圍子內段,4578,關注減緩區,2374.488
99587,EJ290445790000,特定農業區,農牧用地,1437,高雄市,湖內區,高雄市湖內區1437,圍子內段,4579,關注減緩區,1797.406
99791,EJ290550140000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5014,優先區,216.759
99793,EJ290550150000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5015,優先區,64.861
99798,EJ290550200000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5020,優先區,33.422
99799,EJ290550210000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5021,優先區,330.313
99805,EJ290550240000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5024,優先區,347.967
99807,EJ290550250000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5025,優先區,90.709
99808,EJ290550260000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5026,優先區,252.041
99809,EJ290550270000,一般農業區,農牧用地,1205-1,高雄市,湖內區,高雄市湖內區1205-1,圍子內段一小段,5027,優先區,113.936
100028,EJ290551480000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5148,優先區,713.113
100030,EJ290551520000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5152,優先區,824.656
100031,EJ290551530000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5153,優先區,30.661
100032,EJ290551540000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5154,優先區,102.026
100033,EJ290551550000,一般農業區,農牧用地,1481,高雄市,湖內區,高雄市湖內區1481,圍子內段一小段,5155,優先區,218.379
100034,EJ290551550000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5155,優先區,27.639
100035,EJ290551560000,一般農業區,農牧用地,1481,高雄市,湖內區,高雄市湖內區1481,圍子內段一小段,5156,優先區,304.492
100036,EJ290551560000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5156,優先區,718.395
100044,EJ290551610000,一般農業區,農牧用地,1478-1,高雄市,湖內區,高雄市湖內區1478-1,圍子內段一小段,5161,優先區,14.077
100045,EJ290551610000,一般農業區,農牧用地,1478,高雄市,湖內區,高雄市湖內區1478,圍子內段一小段,5161,優先區,1.553
100046,EJ290551610000,一般農業區,農牧用地,1491,高雄市,湖內區,高雄市湖內區1491,圍子內段一小段,5161,優先區,520.135
100047,EJ290551620000,一般農業區,農牧用地,1491,高雄市,湖內區,高雄市湖內區1491,圍子內段一小段,5162,優先區,67.626
100048,EJ290551630000,一般農業區,農牧用地,1481,高雄市,湖內區,高雄市湖內區1481,圍子內段一小段,5163,優先區,87.957
100049,EJ290551630000,一般農業區,農牧用地,1491,高雄市,湖內區,高雄市湖內區1491,圍子內段一小段,5163,優先區,356.299
100050,EJ290551640000,一般農業區,農牧用地,1491,高雄市,湖內區,高雄市湖內區1491,圍子內段一小段,5164,優先區,105.887
100144,EJ292508120001,特定農業區,農牧用地,160-3,高雄市,湖內區,高雄市湖內區160-3,海山段,812-1,優先區,1084.681
100153,EJ292508160000,特定農業區,農牧用地,160-3,高雄市,湖內區,高雄市湖內區160-3,海山段,816,優先區,5315.465
100157,EJ292508170000,特定農業區,農牧用地,160-3,高雄市,湖內區,高雄市湖內區160-3,海山段,817,優先區,343.096
100460,EJ292509260000,特定農業區,農牧用地,316,高雄市,湖內區,高雄市湖內區316,海山段,926,優先區,870.657
100532,EJ292509270004,特定農業區,農牧用地,316,高雄市,湖內區,高雄市湖內區316,海山段,927-4,優先區,51.251
100533,EJ290551500000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5150,優先區,164.421
100534,EJ290551510000,一般農業區,農牧用地,1511,高雄市,湖內區,高雄市湖內區1511,圍子內段一小段,5151,優先區,472.615
100553,EJ290332100000,特定農業區,農牧用地,613-1,高雄市,湖內區,高雄市湖內區613-1,海埔段,3210,優先區,0.033
100920,EJ300150790000,特定農業區,農牧用地,747,高雄市,茄萣區,高雄市茄萣區747,頂茄萣段,5079,關注減緩區,2063.613
100921,EJ300150800000,特定農業區,農牧用地,747,高雄市,茄萣區,高雄市茄萣區747,頂茄萣段,5080,關注減緩區,2119.575
100922,EJ300150810000,特定農業區,農牧用地,747,高雄市,茄萣區,高雄市茄萣區747,頂茄萣段,5081,關注減緩區,3279.851
100923,EJ300150820000,特定農業區,農牧用地,747,高雄市,茄萣區,高雄市茄萣區747,頂茄萣段,5082,關注減緩區,2069.506
100924,EJ300150830000,特定農業區,農牧用地,747,高雄市,茄萣區,高雄市茄萣區747,頂茄萣段,5083,關注減緩區,1702.581
100925,EJ300150840000,特定農業區,農牧用地,747,高雄市,茄萣區,高雄市茄萣區747,頂茄萣段,5084,關注減緩區,1715.825
100951,EJ300151230000,特定農業區,農牧用地,756-1,高雄市,茄萣區,高雄市茄萣區756-1,頂茄萣段,5123,關注減緩區,2115.374
100952,EJ300151230000,特定農業區,農牧用地,756-2,高雄市,茄萣區,高雄市茄萣區756-2,頂茄萣段,5123,關注減緩區,1875.716
100953,EJ300151240000,特定農業區,農牧用地,756-1,高雄市,茄萣區,高雄市茄萣區756-1,頂茄萣段,5124,關注減緩區,295.012
100954,EJ300151240000,特定農業區,農牧用地,756,高雄市,茄萣區,高雄市茄萣區756,頂茄萣段,5124,關注減緩區,1286.093
100955,EJ300151240000,特定農業區,農牧用地,756-2,高雄市,茄萣區,高雄市茄萣區756-2,頂茄萣段,5124,關注減緩區,416.161
100956,EJ300151250000,特定農業區,農牧用地,756,高雄市,茄萣區,高雄市茄萣區756,頂茄萣段,5125,關注減緩區,2167.63
100957,EJ300151260000,特定農業區,農牧用地,756,高雄市,茄萣區,高雄市茄萣區756,頂茄萣段,5126,關注減緩區,1245.285
100958,EJ300151260000,特定農業區,農牧用地,759,高雄市,茄萣區,高雄市茄萣區759,頂茄萣段,5126,關注減緩區,445.805
100959,EJ300151260000,特定農業區,農牧用地,758,高雄市,茄萣區,高雄市茄萣區758,頂茄萣段,5126,關注減緩區,303.572
100960,EJ300151270000,特定農業區,農牧用地,759,高雄市,茄萣區,高雄市茄萣區759,頂茄萣段,5127,關注減緩區,1137.006
100961,EJ300151270000,特定農業區,農牧用地,758,高雄市,茄萣區,高雄市茄萣區758,頂茄萣段,5127,關注減緩區,969.24
100962,EJ300151280000,特定農業區,農牧用地,759,高雄市,茄萣區,高雄市茄萣區759,頂茄萣段,5128,關注減緩區,1973.788
100963,EJ300151280000,特定農業區,農牧用地,758,高雄市,茄萣區,高雄市茄萣區758,頂茄萣段,5128,關注減緩區,1646.108
100964,EJ300151290000,特定農業區,農牧用地,759,高雄市,茄萣區,高雄市茄萣區759,頂茄萣段,5129,關注減緩區,1299.989
100965,EJ300151290000,特定農業區,農牧用地,758,高雄市,茄萣區,高雄市茄萣區758,頂茄萣段,5129,關注減緩區,1223.34
100966,EJ300151300000,特定農業區,農牧用地,766,高雄市,茄萣區,高雄市茄萣區766,頂茄萣段,5130,關注減緩區,1665.835
100967,EJ300151310000,特定農業區,農牧用地,766,高雄市,茄萣區,高雄市茄萣區766,頂茄萣段,5131,關注減緩區,3665.918
100968,EJ300151320000,特定農業區,農牧用地,766,高雄市,茄萣區,高雄市茄萣區766,頂茄萣段,5132,關注減緩區,2147.813
100969,EJ300151330000,特定農業區,農牧用地,766,高雄市,茄萣區,高雄市茄萣區766,頂茄萣段,5133,關注減緩區,2156.994
