本資料編號,段號,使用分區,使用地類別,魚塭號,縣市,鄉鎮區,漁編,段名,地號,環社分區,魚塭面積
125686,PE074204560000,一般農業區,農牧用地,597,雲林縣,四湖鄉,雲林縣四湖鄉597,西頂段,456,優先區,1305.548
125687,PE074204560001,一般農業區,農牧用地,597,雲林縣,四湖鄉,雲林縣四湖鄉597,西頂段,456-1,優先區,292.83
125699,PE073115150000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1515,優先區,39.861
125700,PE073115170000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1517,優先區,89.418
125701,PE073115190000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1519,優先區,66.552
125702,PE073115190000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1519,優先區,41.497
125703,PE073115200000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1520,優先區,60.366
125704,PE073115210000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1521,優先區,749.924
125705,PE073115240000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1524,優先區,716.766
125706,PE073115250000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1525,優先區,257.926
125707,PE073115260000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1526,優先區,38.269
125708,PE073115260000,一般農業區,農牧用地,73,雲林縣,四湖鄉,雲林縣四湖鄉73,保安段,1526,優先區,20.444
125709,PE072706390000,一般農業區,農牧用地,135,雲林縣,四湖鄉,雲林縣四湖鄉135,溪南段,639,優先區,776.816
125710,PE072706390001,一般農業區,農牧用地,135,雲林縣,四湖鄉,雲林縣四湖鄉135,溪南段,639-1,優先區,846.341
125711,PE072706390002,一般農業區,農牧用地,135,雲林縣,四湖鄉,雲林縣四湖鄉135,溪南段,639-2,優先區,793.079
125712,PE072706400000,一般農業區,農牧用地,135,雲林縣,四湖鄉,雲林縣四湖鄉135,溪南段,640,優先區,0.089
125713,PE072706400000,一般農業區,農牧用地,135,雲林縣,四湖鄉,雲林縣四湖鄉135,溪南段,640,優先區,0.011
125714,PE072706400000,一般農業區,農牧用地,135,雲林縣,四湖鄉,雲林縣四湖鄉135,溪南段,640,優先區,7.435
125745,PE063801860000,一般農業區,農牧用地,893-1,雲林縣,四湖鄉,雲林縣四湖鄉893-1,三條崙段溪崙小段,186,關注減緩區,1015.278
125746,PE063801870000,一般農業區,農牧用地,893-1,雲林縣,四湖鄉,雲林縣四湖鄉893-1,三條崙段溪崙小段,187,關注減緩區,1825.151
125750,PE063804490000,一般農業區,農牧用地,903-1,雲林縣,四湖鄉,雲林縣四湖鄉903-1,三條崙段溪崙小段,449,關注減緩區,1598.327
125751,PE063804500000,一般農業區,農牧用地,903-1,雲林縣,四湖鄉,雲林縣四湖鄉903-1,三條崙段溪崙小段,450,關注減緩區,2582.654
125792,PE063800630000,一般農業區,農牧用地,919,雲林縣,四湖鄉,雲林縣四湖鄉919,三條崙段溪崙小段,63,關注減緩區,87.508
125793,PE063800640000,一般農業區,農牧用地,919,雲林縣,四湖鄉,雲林縣四湖鄉919,三條崙段溪崙小段,64,關注減緩區,2505.304
125794,PE063800650000,一般農業區,農牧用地,919,雲林縣,四湖鄉,雲林縣四湖鄉919,三條崙段溪崙小段,65,關注減緩區,1681.56
125795,PE064343990000,一般農業區,農牧用地,798,雲林縣,四湖鄉,雲林縣四湖鄉798,林厝寮段,4399,優先區,48.594
125796,PE064343990000,一般農業區,農牧用地,797,雲林縣,四湖鄉,雲林縣四湖鄉797,林厝寮段,4399,優先區,30.164
125803,PE064346490000,一般農業區,農牧用地,690-1,雲林縣,四湖鄉,雲林縣四湖鄉690-1,林厝寮段,4649,優先區,1496.308
125804,PE064346500000,一般農業區,農牧用地,690-1,雲林縣,四湖鄉,雲林縣四湖鄉690-1,林厝寮段,4650,優先區,1892.669
125805,PE064346510000,一般農業區,農牧用地,690-1,雲林縣,四湖鄉,雲林縣四湖鄉690-1,林厝寮段,4651,優先區,913.234
125837,PE063801730000,一般農業區,農牧用地,891,雲林縣,四湖鄉,雲林縣四湖鄉891,三條崙段溪崙小段,173,關注減緩區,1899.196
125849,PE064300850000,一般農業區,農牧用地,623,雲林縣,四湖鄉,雲林縣四湖鄉623,林厝寮段,85,關注減緩區,805.764
125866,PE063800320000,一般農業區,農牧用地,901,雲林縣,四湖鄉,雲林縣四湖鄉901,三條崙段溪崙小段,32,關注減緩區,2245.182
125867,PE063800320001,一般農業區,農牧用地,901,雲林縣,四湖鄉,雲林縣四湖鄉901,三條崙段溪崙小段,32-1,關注減緩區,108.178
125868,PE063800320001,一般農業區,農牧用地,902-1,雲林縣,四湖鄉,雲林縣四湖鄉902-1,三條崙段溪崙小段,32-1,關注減緩區,1248.818
125869,PE063800320001,一般農業區,農牧用地,902-2,雲林縣,四湖鄉,雲林縣四湖鄉902-2,三條崙段溪崙小段,32-1,關注減緩區,227.251
125870,PE063800330000,一般農業區,農牧用地,902-2,雲林縣,四湖鄉,雲林縣四湖鄉902-2,三條崙段溪崙小段,33,關注減緩區,912.772
125871,PE063800340000,一般農業區,農牧用地,902-2,雲林縣,四湖鄉,雲林縣四湖鄉902-2,三條崙段溪崙小段,34,關注減緩區,245.865
125944,PE063604700000,一般農業區,農牧用地,522,雲林縣,四湖鄉,雲林縣四湖鄉522,溪尾段新溪小段,470,優先區,70.902
125948,PE063604710000,一般農業區,農牧用地,522,雲林縣,四湖鄉,雲林縣四湖鄉522,溪尾段新溪小段,471,優先區,2004.571
126006,PE064306560000,一般農業區,農牧用地,782,雲林縣,四湖鄉,雲林縣四湖鄉782,林厝寮段,656,優先區,2217.017
126021,PE064301150000,一般農業區,農牧用地,622-1,雲林縣,四湖鄉,雲林縣四湖鄉622-1,林厝寮段,115,關注減緩區,209.849
126023,PE064301160000,一般農業區,農牧用地,622-1,雲林縣,四湖鄉,雲林縣四湖鄉622-1,林厝寮段,116,關注減緩區,1677.154
126189,PE062900930000,一般農業區,農牧用地,51,雲林縣,四湖鄉,雲林縣四湖鄉51,四湖段,93,優先區,1548.795
126190,PE062900930000,一般農業區,農牧用地,48,雲林縣,四湖鄉,雲林縣四湖鄉48,四湖段,93,優先區,4913.261
126196,PE064306240000,一般農業區,農牧用地,783-1,雲林縣,四湖鄉,雲林縣四湖鄉783-1,林厝寮段,624,關注減緩區,13.352
126197,PE064306240000,一般農業區,農牧用地,783-1,雲林縣,四湖鄉,雲林縣四湖鄉783-1,林厝寮段,624,關注減緩區,46.802
126199,PE064307670000,一般農業區,農牧用地,684-3,雲林縣,四湖鄉,雲林縣四湖鄉684-3,林厝寮段,767,優先區,549.581
126200,PE064307680000,一般農業區,農牧用地,684-3,雲林縣,四湖鄉,雲林縣四湖鄉684-3,林厝寮段,768,優先區,1147.209
126201,PE064307690000,一般農業區,農牧用地,684-3,雲林縣,四湖鄉,雲林縣四湖鄉684-3,林厝寮段,769,優先區,1820.696
126202,PE062901030000,一般農業區,農牧用地,47,雲林縣,四湖鄉,雲林縣四湖鄉47,四湖段,103,優先區,3001.213
126203,PE062901030000,一般農業區,農牧用地,48,雲林縣,四湖鄉,雲林縣四湖鄉48,四湖段,103,優先區,2337.379
126204,PE064336320000,一般農業區,農牧用地,795,雲林縣,四湖鄉,雲林縣四湖鄉795,林厝寮段,3632,優先區,1890.306
126219,PE064329450002,一般農業區,農牧用地,922,雲林縣,四湖鄉,雲林縣四湖鄉922,林厝寮段,2945-2,關注減緩區,145.286
126222,PE064329490000,一般農業區,農牧用地,922,雲林縣,四湖鄉,雲林縣四湖鄉922,林厝寮段,2949,關注減緩區,2972.753
126250,PE064328850000,一般農業區,農牧用地,899-1,雲林縣,四湖鄉,雲林縣四湖鄉899-1,林厝寮段,2885,關注減緩區,2825.24
126251,PE064328860000,一般農業區,農牧用地,899-1,雲林縣,四湖鄉,雲林縣四湖鄉899-1,林厝寮段,2886,關注減緩區,1151.272
126252,PE064328870000,一般農業區,農牧用地,899-1,雲林縣,四湖鄉,雲林縣四湖鄉899-1,林厝寮段,2887,關注減緩區,60.246
126253,PE064328890000,一般農業區,農牧用地,899-2,雲林縣,四湖鄉,雲林縣四湖鄉899-2,林厝寮段,2889,優先區,1270.156
126254,PE064328900000,一般農業區,農牧用地,899-2,雲林縣,四湖鄉,雲林縣四湖鄉899-2,林厝寮段,2890,優先區,87.409
126271,PE064332530000,一般農業區,農牧用地,796,雲林縣,四湖鄉,雲林縣四湖鄉796,林厝寮段,3253,優先區,469.792
126280,PE064337660000,一般農業區,農牧用地,800,雲林縣,四湖鄉,雲林縣四湖鄉800,林厝寮段,3766,優先區,6.933
126281,PE064337670000,一般農業區,農牧用地,800,雲林縣,四湖鄉,雲林縣四湖鄉800,林厝寮段,3767,優先區,2633.699
126282,PE064337680000,一般農業區,農牧用地,800,雲林縣,四湖鄉,雲林縣四湖鄉800,林厝寮段,3768,優先區,1056.727
126283,PE072608570000,一般農業區,農牧用地,532,雲林縣,四湖鄉,雲林縣四湖鄉532,安慶段,857,優先區,545.014
126284,PE072608590000,一般農業區,農牧用地,532,雲林縣,四湖鄉,雲林縣四湖鄉532,安慶段,859,優先區,822.236
126285,PE072608410000,一般農業區,農牧用地,374,雲林縣,四湖鄉,雲林縣四湖鄉374,安慶段,841,優先區,1876.496
126286,PE072608420000,一般農業區,農牧用地,374,雲林縣,四湖鄉,雲林縣四湖鄉374,安慶段,842,優先區,675.498
126291,PE072615290000,一般農業區,農牧用地,524,雲林縣,四湖鄉,雲林縣四湖鄉524,安慶段,1529,優先區,2393.121
126292,PE072608390000,一般農業區,農牧用地,374,雲林縣,四湖鄉,雲林縣四湖鄉374,安慶段,839,優先區,58.526
126293,PE072608400000,一般農業區,農牧用地,374,雲林縣,四湖鄉,雲林縣四湖鄉374,安慶段,840,優先區,1058.266
126294,PE062901050039,一般農業區,農牧用地,47,雲林縣,四湖鄉,雲林縣四湖鄉47,四湖段,105-39,優先區,11.051
126296,PE062901050073,一般農業區,農牧用地,47,雲林縣,四湖鄉,雲林縣四湖鄉47,四湖段,105-73,優先區,111.186
126298,PE072609030000,一般農業區,農牧用地,388,雲林縣,四湖鄉,雲林縣四湖鄉388,安慶段,903,優先區,14.262
126299,PE072609040000,一般農業區,農牧用地,388,雲林縣,四湖鄉,雲林縣四湖鄉388,安慶段,904,優先區,2526.861
126300,PE072609050000,一般農業區,農牧用地,388,雲林縣,四湖鄉,雲林縣四湖鄉388,安慶段,905,優先區,602.962
126301,PE072610620000,一般農業區,農牧用地,278,雲林縣,四湖鄉,雲林縣四湖鄉278,安慶段,1062,優先區,71.37
126302,PE072610620000,一般農業區,農牧用地,279,雲林縣,四湖鄉,雲林縣四湖鄉279,安慶段,1062,優先區,94.466
126317,PE064422740000,一般農業區,農牧用地,998,雲林縣,四湖鄉,雲林縣四湖鄉998,三崙段,2274,優先區,0.6
126324,PE064422290001,一般農業區,農牧用地,998,雲林縣,四湖鄉,雲林縣四湖鄉998,三崙段,2229-1,優先區,1.394
126325,PE064422310001,一般農業區,農牧用地,998,雲林縣,四湖鄉,雲林縣四湖鄉998,三崙段,2231-1,優先區,3.176
126330,PE064419000000,一般農業區,農牧用地,964,雲林縣,四湖鄉,雲林縣四湖鄉964,三崙段,1900,優先區,111.97
126331,PE069202670000,一般農業區,農牧用地,83,雲林縣,口湖鄉,雲林縣口湖鄉83,開元段,267,優先區,2946.056
126332,PE069202680000,一般農業區,農牧用地,86,雲林縣,口湖鄉,雲林縣口湖鄉86,開元段,268,優先區,2.15
126333,PE069202690000,一般農業區,農牧用地,86,雲林縣,口湖鄉,雲林縣口湖鄉86,開元段,269,優先區,1904.243
126411,PE073200070000,一般農業區,農牧用地,1207,雲林縣,口湖鄉,雲林縣口湖鄉1207,椬北段,7,優先區,599.49
126412,PE073200070000,一般農業區,農牧用地,1206,雲林縣,口湖鄉,雲林縣口湖鄉1206,椬北段,7,優先區,230.212
126413,PE073200070000,一般農業區,農牧用地,1206,雲林縣,口湖鄉,雲林縣口湖鄉1206,椬北段,7,優先區,26.28
126414,PE073200080000,一般農業區,農牧用地,1207,雲林縣,口湖鄉,雲林縣口湖鄉1207,椬北段,8,優先區,243.455
126415,PE073200110000,一般農業區,農牧用地,1208,雲林縣,口湖鄉,雲林縣口湖鄉1208,椬北段,11,優先區,2879.59
126416,PE073200110000,一般農業區,農牧用地,1209,雲林縣,口湖鄉,雲林縣口湖鄉1209,椬北段,11,優先區,0.962
126417,PE073200190000,一般農業區,農牧用地,1208,雲林縣,口湖鄉,雲林縣口湖鄉1208,椬北段,19,優先區,41.633
126418,PE073200190000,一般農業區,農牧用地,1209,雲林縣,口湖鄉,雲林縣口湖鄉1209,椬北段,19,優先區,1451.108
126445,PE078301060000,一般農業區,農牧用地,1227-1,雲林縣,口湖鄉,雲林縣口湖鄉1227-1,梧北段,106,優先區,393.451
126524,PE073200410000,一般農業區,農牧用地,1212,雲林縣,口湖鄉,雲林縣口湖鄉1212,椬北段,41,優先區,2604.749
126525,PE069207110000,一般農業區,農牧用地,1243,雲林縣,口湖鄉,雲林縣口湖鄉1243,開元段,711,優先區,4176.32
126544,PE069203750000,一般農業區,農牧用地,1237,雲林縣,口湖鄉,雲林縣口湖鄉1237,開元段,375,優先區,0.125
126545,PE069203760000,一般農業區,農牧用地,1237,雲林縣,口湖鄉,雲林縣口湖鄉1237,開元段,376,優先區,6311.431
126562,PE065404930001,一般農業區,農牧用地,23,雲林縣,口湖鄉,雲林縣口湖鄉23,謝厝寮段,493-1,優先區,117.339
126563,PE065400210000,一般農業區,農牧用地,21-2,雲林縣,口湖鄉,雲林縣口湖鄉21-2,謝厝寮段,21,優先區,1403.927
126564,PE065400210000,一般農業區,農牧用地,21-1,雲林縣,口湖鄉,雲林縣口湖鄉21-1,謝厝寮段,21,優先區,1551.774
126565,PE065400210000,一般農業區,農牧用地,21,雲林縣,口湖鄉,雲林縣口湖鄉21,謝厝寮段,21,優先區,933.704
126656,PE065402160002,一般農業區,農牧用地,977,雲林縣,口湖鄉,雲林縣口湖鄉977,謝厝寮段,216-2,優先區,33.664
126668,PE065402920002,一般農業區,農牧用地,1214-1,雲林縣,口湖鄉,雲林縣口湖鄉1214-1,謝厝寮段,292-2,優先區,44.437
126669,PE065402920036,一般農業區,農牧用地,1214,雲林縣,口湖鄉,雲林縣口湖鄉1214,謝厝寮段,292-36,優先區,823.583
126670,PE065402920036,一般農業區,農牧用地,1214-1,雲林縣,口湖鄉,雲林縣口湖鄉1214-1,謝厝寮段,292-36,優先區,0.081
126671,PE065403480001,一般農業區,農牧用地,1214-1,雲林縣,口湖鄉,雲林縣口湖鄉1214-1,謝厝寮段,348-1,優先區,133.952
126672,PE065403480001,一般農業區,農牧用地,1213,雲林縣,口湖鄉,雲林縣口湖鄉1213,謝厝寮段,348-1,優先區,70.122
126673,PE065403480002,一般農業區,農牧用地,1214-1,雲林縣,口湖鄉,雲林縣口湖鄉1214-1,謝厝寮段,348-2,優先區,350.433
126674,PE065403480002,一般農業區,農牧用地,1213,雲林縣,口湖鄉,雲林縣口湖鄉1213,謝厝寮段,348-2,優先區,117.245
126675,PE065403490000,一般農業區,農牧用地,1214,雲林縣,口湖鄉,雲林縣口湖鄉1214,謝厝寮段,349,優先區,2338.582
126676,PE065403490000,一般農業區,農牧用地,1213,雲林縣,口湖鄉,雲林縣口湖鄉1213,謝厝寮段,349,優先區,2789.078
126793,PE078300280000,一般農業區,農牧用地,1227,雲林縣,口湖鄉,雲林縣口湖鄉1227,梧北段,28,優先區,2916.531
126794,PE078300290000,一般農業區,農牧用地,1227,雲林縣,口湖鄉,雲林縣口湖鄉1227,梧北段,29,優先區,74.214
126795,PE078300600000,一般農業區,農牧用地,1227,雲林縣,口湖鄉,雲林縣口湖鄉1227,梧北段,60,優先區,0.612
126934,PE065601970000,一般農業區,農牧用地,2130,雲林縣,口湖鄉,雲林縣口湖鄉2130,崇文段,197,優先區,572.659
126935,PE065601980000,一般農業區,農牧用地,2130,雲林縣,口湖鄉,雲林縣口湖鄉2130,崇文段,198,優先區,44.452
126936,PE065601990000,一般農業區,農牧用地,2130,雲林縣,口湖鄉,雲林縣口湖鄉2130,崇文段,199,優先區,87.517
126944,PE065602000000,一般農業區,農牧用地,2130,雲林縣,口湖鄉,雲林縣口湖鄉2130,崇文段,200,優先區,723.975
126945,PE065602010000,一般農業區,農牧用地,2138,雲林縣,口湖鄉,雲林縣口湖鄉2138,崇文段,201,優先區,6.206
126946,PE065602010000,一般農業區,農牧用地,2134,雲林縣,口湖鄉,雲林縣口湖鄉2134,崇文段,201,優先區,20.481
126947,PE065602010000,一般農業區,農牧用地,2137,雲林縣,口湖鄉,雲林縣口湖鄉2137,崇文段,201,優先區,64.984
126954,PE065602050001,一般農業區,農牧用地,2138,雲林縣,口湖鄉,雲林縣口湖鄉2138,崇文段,205-1,優先區,52.44
126977,PE065602650000,一般農業區,農牧用地,3201-2,雲林縣,口湖鄉,雲林縣口湖鄉3201-2,崇文段,265,優先區,0.208
126978,PE065602650000,一般農業區,農牧用地,3212,雲林縣,口湖鄉,雲林縣口湖鄉3212,崇文段,265,優先區,2054.448
126979,PE065602650000,一般農業區,農牧用地,3213,雲林縣,口湖鄉,雲林縣口湖鄉3213,崇文段,265,優先區,2070.646
126980,PE065602650000,一般農業區,農牧用地,3211,雲林縣,口湖鄉,雲林縣口湖鄉3211,崇文段,265,優先區,398.499
126981,PE065602650000,一般農業區,農牧用地,3208,雲林縣,口湖鄉,雲林縣口湖鄉3208,崇文段,265,優先區,561.097
126982,PE065602660000,一般農業區,農牧用地,3212,雲林縣,口湖鄉,雲林縣口湖鄉3212,崇文段,266,優先區,22.917
126983,PE065602660000,一般農業區,農牧用地,3211,雲林縣,口湖鄉,雲林縣口湖鄉3211,崇文段,266,優先區,3.338
126991,PE065602700000,一般農業區,農牧用地,3211,雲林縣,口湖鄉,雲林縣口湖鄉3211,崇文段,270,優先區,2.651
126992,PE065602700000,一般農業區,農牧用地,3210,雲林縣,口湖鄉,雲林縣口湖鄉3210,崇文段,270,優先區,2.559
127035,PE064609440000,一般農業區,農牧用地,4277,雲林縣,口湖鄉,雲林縣口湖鄉4277,下崙段,944,關注減緩區,1343.499
127036,PE064609450000,一般農業區,農牧用地,4278,雲林縣,口湖鄉,雲林縣口湖鄉4278,下崙段,945,關注減緩區,45.753
127087,PE064611260020,一般農業區,農牧用地,5809,雲林縣,口湖鄉,雲林縣口湖鄉5809,下崙段,1126-20,關注減緩區,1166.626
127088,PE064611260021,一般農業區,農牧用地,4406,雲林縣,口湖鄉,雲林縣口湖鄉4406,下崙段,1126-21,關注減緩區,125.157
127089,PE064611260021,一般農業區,農牧用地,4408,雲林縣,口湖鄉,雲林縣口湖鄉4408,下崙段,1126-21,關注減緩區,118.893
127090,PE064611260022,一般農業區,農牧用地,5809,雲林縣,口湖鄉,雲林縣口湖鄉5809,下崙段,1126-22,關注減緩區,93.247
127091,PE064611260022,一般農業區,農牧用地,4406,雲林縣,口湖鄉,雲林縣口湖鄉4406,下崙段,1126-22,關注減緩區,1789.157
127105,PE064611260029,一般農業區,農牧用地,5810,雲林縣,口湖鄉,雲林縣口湖鄉5810,下崙段,1126-29,關注減緩區,594.267
127106,PE064611260030,一般農業區,農牧用地,5810,雲林縣,口湖鄉,雲林縣口湖鄉5810,下崙段,1126-30,關注減緩區,1918.766
127107,PE064611260030,一般農業區,農牧用地,5810,雲林縣,口湖鄉,雲林縣口湖鄉5810,下崙段,1126-30,關注減緩區,46.603
127108,PE064611260030,一般農業區,農牧用地,5811,雲林縣,口湖鄉,雲林縣口湖鄉5811,下崙段,1126-30,關注減緩區,263.76
127109,PE064611260030,一般農業區,農牧用地,4409,雲林縣,口湖鄉,雲林縣口湖鄉4409,下崙段,1126-30,關注減緩區,1.965
127110,PE064611260031,一般農業區,農牧用地,5811,雲林縣,口湖鄉,雲林縣口湖鄉5811,下崙段,1126-31,關注減緩區,1646.738
127111,PE064611260031,一般農業區,農牧用地,4409,雲林縣,口湖鄉,雲林縣口湖鄉4409,下崙段,1126-31,關注減緩區,7.098
127112,PE064611260031,一般農業區,農牧用地,4385,雲林縣,口湖鄉,雲林縣口湖鄉4385,下崙段,1126-31,關注減緩區,96.268
127184,PE065600650000,一般農業區,農牧用地,2265-3,雲林縣,口湖鄉,雲林縣口湖鄉2265-3,崇文段,65,優先區,8.113
127190,PE065602510000,一般農業區,農牧用地,2130,雲林縣,口湖鄉,雲林縣口湖鄉2130,崇文段,251,優先區,163.294
127191,PE065602520000,一般農業區,農牧用地,2130,雲林縣,口湖鄉,雲林縣口湖鄉2130,崇文段,252,優先區,127.809
127217,PE065602620001,一般農業區,農牧用地,3201-2,雲林縣,口湖鄉,雲林縣口湖鄉3201-2,崇文段,262-1,優先區,5.711
127224,PE065607420000,一般農業區,農牧用地,3080,雲林縣,口湖鄉,雲林縣口湖鄉3080,崇文段,742,優先區,1748.634
127225,PE065607420000,一般農業區,農牧用地,3080-1,雲林縣,口湖鄉,雲林縣口湖鄉3080-1,崇文段,742,優先區,10.8
127226,PE065607420000,一般農業區,農牧用地,3076,雲林縣,口湖鄉,雲林縣口湖鄉3076,崇文段,742,優先區,1581.516
127227,PE065607420000,一般農業區,農牧用地,3069,雲林縣,口湖鄉,雲林縣口湖鄉3069,崇文段,742,優先區,698.994
127228,PE065607420000,一般農業區,農牧用地,3080-2,雲林縣,口湖鄉,雲林縣口湖鄉3080-2,崇文段,742,優先區,2.999
127233,PE065601370002,一般農業區,農牧用地,2254,雲林縣,口湖鄉,雲林縣口湖鄉2254,崇文段,137-2,優先區,27.743
127235,PE065601370003,一般農業區,農牧用地,2254,雲林縣,口湖鄉,雲林縣口湖鄉2254,崇文段,137-3,優先區,28.275
127237,PE065601370003,一般農業區,農牧用地,2250,雲林縣,口湖鄉,雲林縣口湖鄉2250,崇文段,137-3,優先區,856.121
127240,PE065601380000,一般農業區,農牧用地,2248,雲林縣,口湖鄉,雲林縣口湖鄉2248,崇文段,138,優先區,1860.222
127241,PE065601380000,一般農業區,農牧用地,2273,雲林縣,口湖鄉,雲林縣口湖鄉2273,崇文段,138,優先區,1942.567
127242,PE065601390000,一般農業區,農牧用地,2273,雲林縣,口湖鄉,雲林縣口湖鄉2273,崇文段,139,優先區,0.245
127244,PE065601390000,一般農業區,農牧用地,2270,雲林縣,口湖鄉,雲林縣口湖鄉2270,崇文段,139,優先區,4.869
127245,PE065601390000,一般農業區,農牧用地,2271,雲林縣,口湖鄉,雲林縣口湖鄉2271,崇文段,139,優先區,6.479
127246,PE065601400000,一般農業區,農牧用地,2270,雲林縣,口湖鄉,雲林縣口湖鄉2270,崇文段,140,優先區,1024.596
127247,PE065601400000,一般農業區,農牧用地,2271,雲林縣,口湖鄉,雲林縣口湖鄉2271,崇文段,140,優先區,1011.615
127248,PE065601410000,一般農業區,農牧用地,2271,雲林縣,口湖鄉,雲林縣口湖鄉2271,崇文段,141,優先區,383.778
127249,PE065601410000,一般農業區,農牧用地,2270,雲林縣,口湖鄉,雲林縣口湖鄉2270,崇文段,141,優先區,351.161
127265,PE065601470000,一般農業區,農牧用地,2181,雲林縣,口湖鄉,雲林縣口湖鄉2181,崇文段,147,優先區,1369.181
127266,PE065601470000,一般農業區,農牧用地,2231,雲林縣,口湖鄉,雲林縣口湖鄉2231,崇文段,147,優先區,1250.786
127267,PE065601470000,一般農業區,農牧用地,2189,雲林縣,口湖鄉,雲林縣口湖鄉2189,崇文段,147,優先區,1274.348
127271,PE065601480000,一般農業區,農牧用地,2181,雲林縣,口湖鄉,雲林縣口湖鄉2181,崇文段,148,優先區,8.384
127273,PE065601500000,一般農業區,農牧用地,2188-1,雲林縣,口湖鄉,雲林縣口湖鄉2188-1,崇文段,150,優先區,3942.262
127275,PE065601510000,一般農業區,農牧用地,2183,雲林縣,口湖鄉,雲林縣口湖鄉2183,崇文段,151,優先區,1963.667
127276,PE065601510000,一般農業區,農牧用地,2254,雲林縣,口湖鄉,雲林縣口湖鄉2254,崇文段,151,優先區,1489.799
127279,PE065601520000,一般農業區,農牧用地,2183,雲林縣,口湖鄉,雲林縣口湖鄉2183,崇文段,152,優先區,20.117
