本資料編號,段號,使用分區,使用地類別,魚塭號,縣市,鄉鎮區,漁編,段名,地號,環社分區,魚塭面積
61794,TD103004570000,一般農業區,農牧用地,86-1,屏東縣,林邊鄉,屏東縣林邊鄉86-1,下庄段,457,優先區,89.896
61804,TD103004680000,一般農業區,農牧用地,86-4,屏東縣,林邊鄉,屏東縣林邊鄉86-4,下庄段,468,優先區,3.384
61806,TD102501120000,一般農業區,農牧用地,957,屏東縣,林邊鄉,屏東縣林邊鄉957,成功段,112,關注減緩區,1741.701
61808,TD102501130000,一般農業區,農牧用地,957,屏東縣,林邊鄉,屏東縣林邊鄉957,成功段,113,關注減緩區,723.65
61809,TD102501140000,一般農業區,農牧用地,957,屏東縣,林邊鄉,屏東縣林邊鄉957,成功段,114,關注減緩區,390.562
61818,TD102503330000,一般農業區,農牧用地,1036,屏東縣,林邊鄉,屏東縣林邊鄉1036,成功段,333,關注減緩區,15.516
61819,TD102503350000,一般農業區,農牧用地,1029,屏東縣,林邊鄉,屏東縣林邊鄉1029,成功段,335,關注減緩區,1296.317
61820,TD102503350000,一般農業區,農牧用地,1022,屏東縣,林邊鄉,屏東縣林邊鄉1022,成功段,335,關注減緩區,0.313
61821,TD102503360000,一般農業區,農牧用地,1029,屏東縣,林邊鄉,屏東縣林邊鄉1029,成功段,336,關注減緩區,1855.754
61822,TD102503360000,一般農業區,農牧用地,1022,屏東縣,林邊鄉,屏東縣林邊鄉1022,成功段,336,關注減緩區,18.014
61824,TD102503360000,一般農業區,農牧用地,1023,屏東縣,林邊鄉,屏東縣林邊鄉1023,成功段,336,關注減緩區,48.604
61828,TD102402080000,一般農業區,農牧用地,563-2,屏東縣,林邊鄉,屏東縣林邊鄉563-2,銀放索段,208,關注減緩區,159.076
61829,TD102402080000,一般農業區,農牧用地,563-3,屏東縣,林邊鄉,屏東縣林邊鄉563-3,銀放索段,208,關注減緩區,51.305
61832,TD102402100000,一般農業區,農牧用地,563-3,屏東縣,林邊鄉,屏東縣林邊鄉563-3,銀放索段,210,關注減緩區,126.374
61834,TD102402130000,一般農業區,農牧用地,602,屏東縣,林邊鄉,屏東縣林邊鄉602,銀放索段,213,關注減緩區,283.52
61835,TD102402130000,一般農業區,農牧用地,602-1,屏東縣,林邊鄉,屏東縣林邊鄉602-1,銀放索段,213,關注減緩區,73.607
61836,TD102402130000,一般農業區,農牧用地,602-2,屏東縣,林邊鄉,屏東縣林邊鄉602-2,銀放索段,213,關注減緩區,91.46
61837,TD102402140000,一般農業區,農牧用地,602,屏東縣,林邊鄉,屏東縣林邊鄉602,銀放索段,214,關注減緩區,362.068
61838,TD102402140000,一般農業區,農牧用地,602-1,屏東縣,林邊鄉,屏東縣林邊鄉602-1,銀放索段,214,關注減緩區,88.801
61839,TD102402140000,一般農業區,農牧用地,602-2,屏東縣,林邊鄉,屏東縣林邊鄉602-2,銀放索段,214,關注減緩區,146.452
61880,TD103004470000,一般農業區,農牧用地,86-2,屏東縣,林邊鄉,屏東縣林邊鄉86-2,下庄段,447,優先區,376.076
61883,TD103004510000,一般農業區,農牧用地,86-2,屏東縣,林邊鄉,屏東縣林邊鄉86-2,下庄段,451,優先區,34.653
61884,TD103004510000,一般農業區,農牧用地,86-2,屏東縣,林邊鄉,屏東縣林邊鄉86-2,下庄段,451,優先區,3.747
61885,TD103004510000,一般農業區,農牧用地,86-6,屏東縣,林邊鄉,屏東縣林邊鄉86-6,下庄段,451,優先區,586.725
61886,TD103004510000,一般農業區,農牧用地,86-1,屏東縣,林邊鄉,屏東縣林邊鄉86-1,下庄段,451,優先區,9.913
61887,TD103004530000,一般農業區,農牧用地,86-2,屏東縣,林邊鄉,屏東縣林邊鄉86-2,下庄段,453,優先區,4.217
61888,TD103004540000,一般農業區,農牧用地,86-2,屏東縣,林邊鄉,屏東縣林邊鄉86-2,下庄段,454,優先區,42.721
61903,TD102503450000,一般農業區,農牧用地,1021,屏東縣,林邊鄉,屏東縣林邊鄉1021,成功段,345,關注減緩區,500.131
61904,TD102503450000,一般農業區,農牧用地,1014,屏東縣,林邊鄉,屏東縣林邊鄉1014,成功段,345,關注減緩區,69.091
61907,TD102500550000,一般農業區,農牧用地,852,屏東縣,林邊鄉,屏東縣林邊鄉852,成功段,55,關注減緩區,3273.498
61915,TD102500670000,一般農業區,農牧用地,866,屏東縣,林邊鄉,屏東縣林邊鄉866,成功段,67,關注減緩區,32.878
61916,TD102500670000,一般農業區,農牧用地,872,屏東縣,林邊鄉,屏東縣林邊鄉872,成功段,67,關注減緩區,3119.316
61918,TD102500670000,一般農業區,農牧用地,869,屏東縣,林邊鄉,屏東縣林邊鄉869,成功段,67,關注減緩區,27.868
61944,TD102504190000,一般農業區,農牧用地,1001,屏東縣,林邊鄉,屏東縣林邊鄉1001,成功段,419,關注減緩區,22.734
61971,TD102504200000,一般農業區,農牧用地,1001,屏東縣,林邊鄉,屏東縣林邊鄉1001,成功段,420,關注減緩區,20.504
61973,TD102504200000,一般農業區,農牧用地,999,屏東縣,林邊鄉,屏東縣林邊鄉999,成功段,420,關注減緩區,16.561
61975,TD102504200000,一般農業區,農牧用地,999,屏東縣,林邊鄉,屏東縣林邊鄉999,成功段,420,關注減緩區,6.125
61977,TD102504200000,一般農業區,農牧用地,1065-3,屏東縣,林邊鄉,屏東縣林邊鄉1065-3,成功段,420,關注減緩區,302.134
61994,TD102503940000,一般農業區,農牧用地,1101-2,屏東縣,林邊鄉,屏東縣林邊鄉1101-2,成功段,394,關注減緩區,211.188
61995,TD102503940000,一般農業區,農牧用地,1101,屏東縣,林邊鄉,屏東縣林邊鄉1101,成功段,394,關注減緩區,216.335
61996,TD102503950000,一般農業區,農牧用地,1101,屏東縣,林邊鄉,屏東縣林邊鄉1101,成功段,395,關注減緩區,0.186
