本資料編號,段號,使用分區,使用地類別,魚塭號,縣市,鄉鎮區,漁編,段名,地號,環社分區,魚塭面積
31563,DF431101580015,一般農業區,農牧用地,958,臺南市,麻豆區,臺南市麻豆區958,港子尾段,158-15,先行區,11.822
31569,DF431101590000,一般農業區,農牧用地,958,臺南市,麻豆區,臺南市麻豆區958,港子尾段,159,先行區,5019.134
31571,DF431101590000,一般農業區,農牧用地,956,臺南市,麻豆區,臺南市麻豆區956,港子尾段,159,先行區,3035.96
31576,DF431101590002,一般農業區,農牧用地,958,臺南市,麻豆區,臺南市麻豆區958,港子尾段,159-2,先行區,99.901
31616,DF431101610000,一般農業區,農牧用地,914,臺南市,麻豆區,臺南市麻豆區914,港子尾段,161,先行區,50.391
31632,DF431101610009,一般農業區,農牧用地,910,臺南市,麻豆區,臺南市麻豆區910,港子尾段,161-9,先行區,1.484
31713,DF431101650000,一般農業區,農牧用地,913,臺南市,麻豆區,臺南市麻豆區913,港子尾段,165,先行區,4631.513
31714,DF431101650000,一般農業區,農牧用地,974-1,臺南市,麻豆區,臺南市麻豆區974-1,港子尾段,165,先行區,2307.623
31723,DF431101660000,一般農業區,農牧用地,913,臺南市,麻豆區,臺南市麻豆區913,港子尾段,166,先行區,1926.174
31724,DF431101660000,一般農業區,農牧用地,974-1,臺南市,麻豆區,臺南市麻豆區974-1,港子尾段,166,先行區,347.769
31754,DF430116910000,一般農業區,農牧用地,124,臺南市,麻豆區,臺南市麻豆區124,北勢寮段,1691,先行區,967.178
31755,DF430116920000,一般農業區,農牧用地,124,臺南市,麻豆區,臺南市麻豆區124,北勢寮段,1692,先行區,1277.631
31756,DF430116930000,一般農業區,農牧用地,124,臺南市,麻豆區,臺南市麻豆區124,北勢寮段,1693,先行區,1356.759
31757,DF430116940000,一般農業區,農牧用地,124,臺南市,麻豆區,臺南市麻豆區124,北勢寮段,1694,先行區,948.992
31758,DF430116950000,一般農業區,農牧用地,124,臺南市,麻豆區,臺南市麻豆區124,北勢寮段,1695,先行區,442.613
31770,DF436201710000,一般農業區,農牧用地,1014,臺南市,麻豆區,臺南市麻豆區1014,營後段,171,先行區,4870.826
31781,DF436201740000,一般農業區,農牧用地,1002,臺南市,麻豆區,臺南市麻豆區1002,營後段,174,先行區,76.421
31788,DF431101750004,一般農業區,農牧用地,916,臺南市,麻豆區,臺南市麻豆區916,港子尾段,175-4,先行區,1819.722
31789,DF431101760000,一般農業區,農牧用地,916,臺南市,麻豆區,臺南市麻豆區916,港子尾段,176,先行區,1727.217
31790,DF436201760000,一般農業區,農牧用地,1036,臺南市,麻豆區,臺南市麻豆區1036,營後段,176,先行區,664.977
31794,DF431101770007,一般農業區,農牧用地,916,臺南市,麻豆區,臺南市麻豆區916,港子尾段,177-7,先行區,1147.476
31797,DF430117790000,一般農業區,農牧用地,136,臺南市,麻豆區,臺南市麻豆區136,北勢寮段,1779,先行區,1041.389
31799,DF430117800000,一般農業區,農牧用地,136,臺南市,麻豆區,臺南市麻豆區136,北勢寮段,1780,先行區,1175.677
31800,DF430117810000,一般農業區,農牧用地,136,臺南市,麻豆區,臺南市麻豆區136,北勢寮段,1781,先行區,1647.086
31801,DF430117820000,一般農業區,農牧用地,136,臺南市,麻豆區,臺南市麻豆區136,北勢寮段,1782,先行區,1291.209
31824,DF430118430000,一般農業區,農牧用地,139,臺南市,麻豆區,臺南市麻豆區139,北勢寮段,1843,先行區,2285.645
31825,DF430118440000,一般農業區,農牧用地,139,臺南市,麻豆區,臺南市麻豆區139,北勢寮段,1844,先行區,338.715
31906,DF430100020001,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-1,先行區,3685.42
31907,DF430100020001,一般農業區,農牧用地,386-1,臺南市,麻豆區,臺南市麻豆區386-1,北勢寮段,2-1,先行區,1717.572
31937,DF430100020131,一般農業區,農牧用地,386,臺南市,麻豆區,臺南市麻豆區386,北勢寮段,2-131,先行區,2689.768
31966,DF430100020022,一般農業區,農牧用地,386,臺南市,麻豆區,臺南市麻豆區386,北勢寮段,2-22,先行區,6.769
31967,DF430100020025,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-25,先行區,1859.132
31970,DF430100020026,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-26,先行區,2137.54
31971,DF430100020026,一般農業區,農牧用地,386,臺南市,麻豆區,臺南市麻豆區386,北勢寮段,2-26,先行區,874.327
31976,DF430100020027,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-27,先行區,2191.395
31977,DF430100020027,一般農業區,農牧用地,386,臺南市,麻豆區,臺南市麻豆區386,北勢寮段,2-27,先行區,897.759
31980,DF430100020028,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-28,先行區,3247.359
31981,DF430100020028,一般農業區,農牧用地,386-1,臺南市,麻豆區,臺南市麻豆區386-1,北勢寮段,2-28,先行區,579.857
31982,DF430100020029,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-29,先行區,3564.67
31986,DF430100020030,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-30,先行區,3700.426
31987,DF430100020030,一般農業區,農牧用地,386-1,臺南市,麻豆區,臺南市麻豆區386-1,北勢寮段,2-30,先行區,1312.204
31990,DF430100020031,一般農業區,農牧用地,400,臺南市,麻豆區,臺南市麻豆區400,北勢寮段,2-31,先行區,3.14
31991,DF430100020031,一般農業區,農牧用地,386-1,臺南市,麻豆區,臺南市麻豆區386-1,北勢寮段,2-31,先行區,1611.264
32021,DF430100020044,一般農業區,農牧用地,424,臺南市,麻豆區,臺南市麻豆區424,北勢寮段,2-44,先行區,461.213
32022,DF430100020046,一般農業區,農牧用地,424,臺南市,麻豆區,臺南市麻豆區424,北勢寮段,2-46,先行區,2789.892
32024,DF430100020047,一般農業區,農牧用地,424,臺南市,麻豆區,臺南市麻豆區424,北勢寮段,2-47,先行區,2458.556
32026,DF430100020048,一般農業區,農牧用地,424,臺南市,麻豆區,臺南市麻豆區424,北勢寮段,2-48,先行區,8198.895
32036,DF430100020055,一般農業區,農牧用地,386,臺南市,麻豆區,臺南市麻豆區386,北勢寮段,2-55,先行區,912.366
32045,DF430100020065,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-65,先行區,72.469
32047,DF430100020067,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-67,先行區,124.416
32049,DF430100020069,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-69,先行區,121.76
32053,DF430100020071,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-71,先行區,121.008
32055,DF430100020073,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-73,先行區,117.305
32057,DF430100020075,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-75,先行區,124.325
32059,DF430100020077,一般農業區,農牧用地,387,臺南市,麻豆區,臺南市麻豆區387,北勢寮段,2-77,先行區,35.314
32449,DF430131100000,一般農業區,農牧用地,81,臺南市,麻豆區,臺南市麻豆區81,北勢寮段,3110,先行區,1946.555
32450,DF430131110000,一般農業區,農牧用地,81,臺南市,麻豆區,臺南市麻豆區81,北勢寮段,3111,先行區,1301.595
32451,DF430131120000,一般農業區,農牧用地,81,臺南市,麻豆區,臺南市麻豆區81,北勢寮段,3112,先行區,862.922
32452,DF430131130000,一般農業區,農牧用地,81,臺南市,麻豆區,臺南市麻豆區81,北勢寮段,3113,先行區,2066.414
32580,DF430100040000,一般農業區,農牧用地,291,臺南市,麻豆區,臺南市麻豆區291,北勢寮段,4,先行區,887.979
32699,DF430100040027,一般農業區,農牧用地,420-1,臺南市,麻豆區,臺南市麻豆區420-1,北勢寮段,4-27,先行區,34.794
32704,DF430100040028,一般農業區,農牧用地,420-1,臺南市,麻豆區,臺南市麻豆區420-1,北勢寮段,4-28,先行區,29.954
32709,DF430100040029,一般農業區,農牧用地,420-1,臺南市,麻豆區,臺南市麻豆區420-1,北勢寮段,4-29,先行區,7.581
32735,DF430100040032,一般農業區,農牧用地,260,臺南市,麻豆區,臺南市麻豆區260,北勢寮段,4-32,先行區,752.243
32738,DF430100040033,一般農業區,農牧用地,260,臺南市,麻豆區,臺南市麻豆區260,北勢寮段,4-33,先行區,439.052
32771,DF430100040050,一般農業區,農牧用地,260,臺南市,麻豆區,臺南市麻豆區260,北勢寮段,4-50,先行區,123.83
32835,DF430100040067,一般農業區,農牧用地,260,臺南市,麻豆區,臺南市麻豆區260,北勢寮段,4-67,先行區,916.692
32842,DF430100040007,一般農業區,農牧用地,418,臺南市,麻豆區,臺南市麻豆區418,北勢寮段,4-7,先行區,2571.83
33603,DF430100070017,一般農業區,農牧用地,420-1,臺南市,麻豆區,臺南市麻豆區420-1,北勢寮段,7-17,先行區,4058.598
33605,DF430100070017,一般農業區,農牧用地,420-2,臺南市,麻豆區,臺南市麻豆區420-2,北勢寮段,7-17,先行區,184.427
34118,DF430100090004,一般農業區,農牧用地,291,臺南市,麻豆區,臺南市麻豆區291,北勢寮段,9-4,先行區,4036.753
34119,DF430100090004,一般農業區,農牧用地,171-1,臺南市,麻豆區,臺南市麻豆區171-1,北勢寮段,9-4,先行區,627.787
34124,DF430100090004,一般農業區,農牧用地,170-1,臺南市,麻豆區,臺南市麻豆區170-1,北勢寮段,9-4,先行區,2148.766
34127,DF430100090004,一般農業區,農牧用地,169,臺南市,麻豆區,臺南市麻豆區169,北勢寮段,9-4,先行區,1952.311
34135,DF430100090005,一般農業區,農牧用地,170,臺南市,麻豆區,臺南市麻豆區170,北勢寮段,9-5,先行區,3326.996
34136,DF430100090005,一般農業區,農牧用地,170-1,臺南市,麻豆區,臺南市麻豆區170-1,北勢寮段,9-5,先行區,26.294
34137,DF430100090005,一般農業區,農牧用地,169,臺南市,麻豆區,臺南市麻豆區169,北勢寮段,9-5,先行區,7956.636
34187,DF430100150006,一般農業區,農牧用地,344,臺南市,麻豆區,臺南市麻豆區344,北勢寮段,15-6,先行區,2289.474
34188,DF430100150007,一般農業區,農牧用地,344,臺南市,麻豆區,臺南市麻豆區344,北勢寮段,15-7,先行區,2526.165
34888,DF431101670007,一般農業區,農牧用地,974,臺南市,麻豆區,臺南市麻豆區974,港子尾段,167-7,先行區,2795.595
34890,DF431101740000,一般農業區,農牧用地,916,臺南市,麻豆區,臺南市麻豆區916,港子尾段,174,先行區,1210.569
35081,DF430100150010,一般農業區,農牧用地,344,臺南市,麻豆區,臺南市麻豆區344,北勢寮段,15-10,先行區,34.986
35113,DF431101780009,一般農業區,農牧用地,910,臺南市,麻豆區,臺南市麻豆區910,港子尾段,178-9,先行區,87.884
35482,DG550102830455,一般農業區,農牧用地,355,臺南市,學甲區,臺南市學甲區355,學甲寮段,283-455,先行區,1060.274
35488,DG550102830462,一般農業區,農牧用地,355,臺南市,學甲區,臺南市學甲區355,學甲寮段,283-462,先行區,2114.461
35489,DG550102830462,一般農業區,農牧用地,354,臺南市,學甲區,臺南市學甲區354,學甲寮段,283-462,先行區,0.118
35490,DG550102830462,一般農業區,農牧用地,354,臺南市,學甲區,臺南市學甲區354,學甲寮段,283-462,先行區,2.994
35516,DG550102830479,一般農業區,農牧用地,122,臺南市,學甲區,臺南市學甲區122,學甲寮段,283-479,先行區,60.217
35561,DG550102830532,一般農業區,農牧用地,122,臺南市,學甲區,臺南市學甲區122,學甲寮段,283-532,先行區,2259.204
35562,DG550102830532,一般農業區,農牧用地,127,臺南市,學甲區,臺南市學甲區127,學甲寮段,283-532,先行區,768.642
35620,DG550102830085,一般農業區,農牧用地,90,臺南市,學甲區,臺南市學甲區90,學甲寮段,283-85,先行區,1276.126
35621,DG550102830085,一般農業區,農牧用地,90-1,臺南市,學甲區,臺南市學甲區90-1,學甲寮段,283-85,先行區,1499.121
35622,DG550102830086,一般農業區,農牧用地,120,臺南市,學甲區,臺南市學甲區120,學甲寮段,283-86,先行區,1542.041
35623,DG550102830087,一般農業區,農牧用地,120,臺南市,學甲區,臺南市學甲區120,學甲寮段,283-87,先行區,1725.073
35624,DG550102830088,一般農業區,農牧用地,90,臺南市,學甲區,臺南市學甲區90,學甲寮段,283-88,先行區,1397.067
35625,DG550102830088,一般農業區,農牧用地,90-1,臺南市,學甲區,臺南市學甲區90-1,學甲寮段,283-88,先行區,1503.429
35626,DG550102830089,一般農業區,農牧用地,90,臺南市,學甲區,臺南市學甲區90,學甲寮段,283-89,先行區,1227.209
35627,DG550102830089,一般農業區,農牧用地,90-1,臺南市,學甲區,臺南市學甲區90-1,學甲寮段,283-89,先行區,1129.058
35628,DG550102830090,一般農業區,農牧用地,90-1,臺南市,學甲區,臺南市學甲區90-1,學甲寮段,283-90,先行區,216.129
35629,DG550102830090,一般農業區,農牧用地,120,臺南市,學甲區,臺南市學甲區120,學甲寮段,283-90,先行區,1374.811
35651,DG550102870000,一般農業區,農牧用地,127,臺南市,學甲區,臺南市學甲區127,學甲寮段,287,先行區,34.495
35695,DG550102880006,一般農業區,農牧用地,122,臺南市,學甲區,臺南市學甲區122,學甲寮段,288-6,先行區,126.533
35758,DG550403110002,一般農業區,農牧用地,1000,臺南市,學甲區,臺南市學甲區1000,宅子港段,311-2,先行區,744.066
35785,DG550403130002,一般農業區,農牧用地,1000,臺南市,學甲區,臺南市學甲區1000,宅子港段,313-2,先行區,298.186
35912,DG550403400001,一般農業區,農牧用地,984-1,臺南市,學甲區,臺南市學甲區984-1,宅子港段,340-1,先行區,150.551
35913,DG550403400004,一般農業區,農牧用地,984-1,臺南市,學甲區,臺南市學甲區984-1,宅子港段,340-4,先行區,1436.466
35914,DG550403400005,一般農業區,農牧用地,984-1,臺南市,學甲區,臺南市學甲區984-1,宅子港段,340-5,先行區,137.754
35915,DG550403400005,一般農業區,農牧用地,983,臺南市,學甲區,臺南市學甲區983,宅子港段,340-5,先行區,7.897
35918,DG550403430000,一般農業區,農牧用地,952-1,臺南市,學甲區,臺南市學甲區952-1,宅子港段,343,先行區,1020.968
35921,DG550403440000,一般農業區,農牧用地,958,臺南市,學甲區,臺南市學甲區958,宅子港段,344,先行區,141.422
35922,DG550403440002,一般農業區,農牧用地,952-1,臺南市,學甲區,臺南市學甲區952-1,宅子港段,344-2,先行區,588.578
35968,DG550403790000,一般農業區,農牧用地,941,臺南市,學甲區,臺南市學甲區941,宅子港段,379,先行區,1168.365
35969,DG550403790000,一般農業區,農牧用地,933,臺南市,學甲區,臺南市學甲區933,宅子港段,379,先行區,262.864
35970,DG550403790000,一般農業區,農牧用地,972,臺南市,學甲區,臺南市學甲區972,宅子港段,379,先行區,1085.698
35971,DG550403800002,一般農業區,農牧用地,941,臺南市,學甲區,臺南市學甲區941,宅子港段,380-2,先行區,188.955
35973,DG550403810000,一般農業區,農牧用地,1276,臺南市,學甲區,臺南市學甲區1276,宅子港段,381,先行區,711.067
35974,DG550403810000,一般農業區,農牧用地,941,臺南市,學甲區,臺南市學甲區941,宅子港段,381,先行區,158.185
35975,DG550403820000,一般農業區,農牧用地,972,臺南市,學甲區,臺南市學甲區972,宅子港段,382,先行區,855.522
35976,DG550403830000,一般農業區,農牧用地,972,臺南市,學甲區,臺南市學甲區972,宅子港段,383,先行區,765.009
35977,DG550403840000,一般農業區,農牧用地,972,臺南市,學甲區,臺南市學甲區972,宅子港段,384,先行區,1.163
35978,DG550403840000,一般農業區,農牧用地,971,臺南市,學甲區,臺南市學甲區971,宅子港段,384,先行區,690.795
35980,DG550403870002,一般農業區,農牧用地,971,臺南市,學甲區,臺南市學甲區971,宅子港段,387-2,先行區,1081.014
35981,DG550403870003,一般農業區,農牧用地,972,臺南市,學甲區,臺南市學甲區972,宅子港段,387-3,先行區,14.562
35982,DG550403870003,一般農業區,農牧用地,971,臺南市,學甲區,臺南市學甲區971,宅子港段,387-3,先行區,2174.944
35983,DG550403870004,一般農業區,農牧用地,972,臺南市,學甲區,臺南市學甲區972,宅子港段,387-4,先行區,62.296
35984,DG550403870004,一般農業區,農牧用地,971,臺南市,學甲區,臺南市學甲區971,宅子港段,387-4,先行區,1719.821
35985,DG550403870004,一般農業區,農牧用地,975,臺南市,學甲區,臺南市學甲區975,宅子港段,387-4,先行區,0.692
35986,DG550403880000,一般農業區,農牧用地,975,臺南市,學甲區,臺南市學甲區975,宅子港段,388,先行區,2521.52
35987,DG550403880000,一般農業區,農牧用地,1276,臺南市,學甲區,臺南市學甲區1276,宅子港段,388,先行區,0.226
35991,DG550403890000,一般農業區,農牧用地,1276,臺南市,學甲區,臺南市學甲區1276,宅子港段,389,先行區,1328.33
35994,DG550403890001,一般農業區,農牧用地,1276,臺南市,學甲區,臺南市學甲區1276,宅子港段,389-1,先行區,1311.574
36008,DG550403910000,一般農業區,農牧用地,971,臺南市,學甲區,臺南市學甲區971,宅子港段,391,先行區,812.813
36935,DG550027990002,一般農業區,農牧用地,1020-1,臺南市,學甲區,臺南市學甲區1020-1,學甲段,2799-2,先行區,1086.053
36937,DG550028000000,一般農業區,農牧用地,1020-1,臺南市,學甲區,臺南市學甲區1020-1,學甲段,2800,先行區,2054.828
36939,DG550028020000,一般農業區,農牧用地,1020-1,臺南市,學甲區,臺南市學甲區1020-1,學甲段,2802,先行區,401.981
37510,DG550004310002,一般農業區,農牧用地,2115-1,臺南市,學甲區,臺南市學甲區2115-1,學甲段,431-2,先行區,541.147
37715,DG550004970002,一般農業區,農牧用地,2170,臺南市,學甲區,臺南市學甲區2170,學甲段,497-2,先行區,1078.186
37723,DG550005040002,一般農業區,農牧用地,2170,臺南市,學甲區,臺南市學甲區2170,學甲段,504-2,先行區,3352.726
37724,DG550005050000,一般農業區,農牧用地,2170,臺南市,學甲區,臺南市學甲區2170,學甲段,505,先行區,744.414
37793,DG550006680000,一般農業區,農牧用地,1708,臺南市,學甲區,臺南市學甲區1708,學甲段,668,先行區,4152.321
37794,DG550006690000,一般農業區,農牧用地,1708,臺南市,學甲區,臺南市學甲區1708,學甲段,669,先行區,3651.245
37795,DG550006690000,一般農業區,農牧用地,1934,臺南市,學甲區,臺南市學甲區1934,學甲段,669,先行區,6528.186
37799,DG550006700002,一般農業區,農牧用地,1934,臺南市,學甲區,臺南市學甲區1934,學甲段,670-2,先行區,1654.133
37807,DG550006740000,一般農業區,農牧用地,1934,臺南市,學甲區,臺南市學甲區1934,學甲段,674,先行區,648.908
37839,DG550006810000,一般農業區,農牧用地,1689,臺南市,學甲區,臺南市學甲區1689,學甲段,681,先行區,3899.836
37841,DG550006810000,一般農業區,農牧用地,1707,臺南市,學甲區,臺南市學甲區1707,學甲段,681,先行區,795.779
37847,DG550006820000,一般農業區,農牧用地,1689,臺南市,學甲區,臺南市學甲區1689,學甲段,682,先行區,1435.268
37853,DG550006830000,一般農業區,農牧用地,1707,臺南市,學甲區,臺南市學甲區1707,學甲段,683,先行區,932.961
37858,DG550006840001,一般農業區,農牧用地,1707,臺南市,學甲區,臺南市學甲區1707,學甲段,684-1,先行區,1832.315
37859,DG550006840002,一般農業區,農牧用地,1707,臺南市,學甲區,臺南市學甲區1707,學甲段,684-2,先行區,1424.42
37879,DG550006860009,一般農業區,農牧用地,1689,臺南市,學甲區,臺南市學甲區1689,學甲段,686-9,先行區,2378.73
38346,DG550006970061,一般農業區,農牧用地,1700-1,臺南市,學甲區,臺南市學甲區1700-1,學甲段,697-61,先行區,15.507
38347,DG550006970067,一般農業區,農牧用地,1700-1,臺南市,學甲區,臺南市學甲區1700-1,學甲段,697-67,先行區,1570.662
38368,DG550006970009,一般農業區,農牧用地,1691,臺南市,學甲區,臺南市學甲區1691,學甲段,697-9,先行區,1099.851
38369,DG550006970092,一般農業區,農牧用地,1691,臺南市,學甲區,臺南市學甲區1691,學甲段,697-92,先行區,466.029
38657,DG550008020000,一般農業區,農牧用地,1558,臺南市,學甲區,臺南市學甲區1558,學甲段,802,先行區,72.744
38663,DG550008030006,一般農業區,農牧用地,1558,臺南市,學甲區,臺南市學甲區1558,學甲段,803-6,先行區,287.861
38687,DG550008100000,一般農業區,農牧用地,1558,臺南市,學甲區,臺南市學甲區1558,學甲段,810,先行區,117.089
39073,DG550301200000,一般農業區,農牧用地,2069-1,臺南市,學甲區,臺南市學甲區2069-1,中洲段,120,先行區,15.443
39081,DG550301210000,一般農業區,農牧用地,2069-1,臺南市,學甲區,臺南市學甲區2069-1,中洲段,121,先行區,13.536
39087,DG550301210001,一般農業區,農牧用地,2069-1,臺南市,學甲區,臺南市學甲區2069-1,中洲段,121-1,先行區,1377.106
39335,DG550301500002,一般農業區,農牧用地,2349-2,臺南市,學甲區,臺南市學甲區2349-2,中洲段,150-2,先行區,42.99
39343,DG550301530000,一般農業區,農牧用地,2349-2,臺南市,學甲區,臺南市學甲區2349-2,中洲段,153,先行區,1209.225
