本資料編號,段號,使用分區,使用地類別,魚塭號,縣市,鄉鎮區,漁編,段名,地號,環社分區,魚塭面積
76128,QB145408270000,一般農業區,農牧用地,1508,嘉義縣,布袋鎮,嘉義縣布袋鎮1508,過溝新段,827,優先區,1070.337
76129,QB145408280000,一般農業區,農牧用地,1508,嘉義縣,布袋鎮,嘉義縣布袋鎮1508,過溝新段,828,優先區,5998.699
76196,QB145409830000,一般農業區,農牧用地,1370-1,嘉義縣,布袋鎮,嘉義縣布袋鎮1370-1,過溝新段,983,優先區,8.628
76198,QB145409840000,一般農業區,農牧用地,1370-1,嘉義縣,布袋鎮,嘉義縣布袋鎮1370-1,過溝新段,984,優先區,2.505
76535,QB144206950000,一般農業區,農牧用地,1155,嘉義縣,布袋鎮,嘉義縣布袋鎮1155,上江山段,695,優先區,1741.079
76536,QB144206960000,一般農業區,農牧用地,1155,嘉義縣,布袋鎮,嘉義縣布袋鎮1155,上江山段,696,優先區,505.941
78637,QB143300400000,一般農業區,農牧用地,1502,嘉義縣,布袋鎮,嘉義縣布袋鎮1502,鹿寮段,40,優先區,686.987
78638,QB143300400000,一般農業區,農牧用地,1501,嘉義縣,布袋鎮,嘉義縣布袋鎮1501,鹿寮段,40,優先區,2020.207
78748,QB143406980000,一般農業區,農牧用地,2664,嘉義縣,布袋鎮,嘉義縣布袋鎮2664,振寮段,698,關注減緩區,3652.206
78880,QB143300390000,一般農業區,農牧用地,1502,嘉義縣,布袋鎮,嘉義縣布袋鎮1502,鹿寮段,39,優先區,1369.981
78881,QB143300390000,一般農業區,農牧用地,1501,嘉義縣,布袋鎮,嘉義縣布袋鎮1501,鹿寮段,39,優先區,4048.941
79014,QB141604750000,一般農業區,農牧用地,1794,嘉義縣,布袋鎮,嘉義縣布袋鎮1794,考試潭段鹿安小段,475,關注減緩區,2.462
79016,QB141604770000,一般農業區,農牧用地,1796,嘉義縣,布袋鎮,嘉義縣布袋鎮1796,考試潭段鹿安小段,477,關注減緩區,80.649
79021,QB141604780000,一般農業區,農牧用地,1794,嘉義縣,布袋鎮,嘉義縣布袋鎮1794,考試潭段鹿安小段,478,關注減緩區,6.095
79023,QB141600820000,一般農業區,農牧用地,1786,嘉義縣,布袋鎮,嘉義縣布袋鎮1786,考試潭段鹿安小段,82,優先區,30.949
79024,QB141600830000,一般農業區,農牧用地,1786,嘉義縣,布袋鎮,嘉義縣布袋鎮1786,考試潭段鹿安小段,83,優先區,999.635
79025,QB141600840000,一般農業區,農牧用地,1786,嘉義縣,布袋鎮,嘉義縣布袋鎮1786,考試潭段鹿安小段,84,優先區,1389.755
79028,QB141608220000,一般農業區,農牧用地,1906,嘉義縣,布袋鎮,嘉義縣布袋鎮1906,考試潭段鹿安小段,822,關注減緩區,343.182
79029,QB141608220000,一般農業區,農牧用地,1921,嘉義縣,布袋鎮,嘉義縣布袋鎮1921,考試潭段鹿安小段,822,關注減緩區,582.528
79030,QB141704040000,一般農業區,農牧用地,390,嘉義縣,布袋鎮,嘉義縣布袋鎮390,貴舍段半月小段,404,優先區,1710.196
79046,QB140508290000,一般農業區,農牧用地,1345,嘉義縣,布袋鎮,嘉義縣布袋鎮1345,建興段,829,優先區,3662.893
79047,QB140508290000,一般農業區,農牧用地,1329,嘉義縣,布袋鎮,嘉義縣布袋鎮1329,建興段,829,優先區,34.609
79051,QB140507750002,一般農業區,農牧用地,1291,嘉義縣,布袋鎮,嘉義縣布袋鎮1291,建興段,775-2,優先區,14.597
79057,QB141607830000,一般農業區,農牧用地,1865-1,嘉義縣,布袋鎮,嘉義縣布袋鎮1865-1,考試潭段鹿安小段,783,優先區,203.692
79073,QB140707540000,一般農業區,農牧用地,393,嘉義縣,布袋鎮,嘉義縣布袋鎮393,樹林頭段林頭小段,754,優先區,4324.279
79079,QB140508520000,一般農業區,農牧用地,1345,嘉義縣,布袋鎮,嘉義縣布袋鎮1345,建興段,852,優先區,20.739
79112,QB140702260000,一般農業區,農牧用地,114,嘉義縣,布袋鎮,嘉義縣布袋鎮114,樹林頭段林頭小段,226,優先區,706.654
79113,QB140508120000,一般農業區,農牧用地,1354,嘉義縣,布袋鎮,嘉義縣布袋鎮1354,建興段,812,優先區,0.457
79135,QB140702400000,一般農業區,農牧用地,114,嘉義縣,布袋鎮,嘉義縣布袋鎮114,樹林頭段林頭小段,240,優先區,140.227
79146,QB140904430000,一般農業區,農牧用地,687,嘉義縣,布袋鎮,嘉義縣布袋鎮687,過溝段過溝小段,443,優先區,19.607
79148,QB140702630000,一般農業區,農牧用地,115,嘉義縣,布袋鎮,嘉義縣布袋鎮115,樹林頭段林頭小段,263,優先區,0
79150,QB140701210000,一般農業區,農牧用地,107,嘉義縣,布袋鎮,嘉義縣布袋鎮107,樹林頭段林頭小段,121,優先區,7754.028
79151,QB140701220000,一般農業區,農牧用地,107,嘉義縣,布袋鎮,嘉義縣布袋鎮107,樹林頭段林頭小段,122,優先區,677.02
79157,QB140901300000,一般農業區,農牧用地,694,嘉義縣,布袋鎮,嘉義縣布袋鎮694,過溝段過溝小段,130,優先區,3629.748
79159,QB140702630001,一般農業區,農牧用地,115,嘉義縣,布袋鎮,嘉義縣布袋鎮115,樹林頭段林頭小段,263-1,優先區,5.256
79172,QB023600550000,一般農業區,農牧用地,9,嘉義縣,布袋鎮,嘉義縣布袋鎮9,樹林頭段樹林小段,55,優先區,2429.293
79181,QB140707450000,一般農業區,農牧用地,103-1,嘉義縣,布袋鎮,嘉義縣布袋鎮103-1,樹林頭段林頭小段,745,優先區,39.463
79184,QB140707480000,一般農業區,農牧用地,103-1,嘉義縣,布袋鎮,嘉義縣布袋鎮103-1,樹林頭段林頭小段,748,優先區,958.136
79186,QB140707490000,一般農業區,農牧用地,103-1,嘉義縣,布袋鎮,嘉義縣布袋鎮103-1,樹林頭段林頭小段,749,優先區,19.731
79190,QB023603720000,一般農業區,農牧用地,1,嘉義縣,布袋鎮,嘉義縣布袋鎮1,樹林頭段樹林小段,372,優先區,84.321
79191,QB023603730000,一般農業區,農牧用地,1-1,嘉義縣,布袋鎮,嘉義縣布袋鎮1-1,樹林頭段樹林小段,373,優先區,5336.967
79192,QB023602760000,一般農業區,農牧用地,8-1,嘉義縣,布袋鎮,嘉義縣布袋鎮8-1,樹林頭段樹林小段,276,優先區,2.329
79193,QB023602770000,一般農業區,農牧用地,8-4,嘉義縣,布袋鎮,嘉義縣布袋鎮8-4,樹林頭段樹林小段,277,優先區,610.223
79194,QB023602770000,一般農業區,農牧用地,8-3,嘉義縣,布袋鎮,嘉義縣布袋鎮8-3,樹林頭段樹林小段,277,優先區,659.88
79195,QB023602770000,一般農業區,農牧用地,8-2,嘉義縣,布袋鎮,嘉義縣布袋鎮8-2,樹林頭段樹林小段,277,優先區,645.213
79196,QB023602770000,一般農業區,農牧用地,8-1,嘉義縣,布袋鎮,嘉義縣布袋鎮8-1,樹林頭段樹林小段,277,優先區,657.816
79197,QB023602770000,一般農業區,農牧用地,8,嘉義縣,布袋鎮,嘉義縣布袋鎮8,樹林頭段樹林小段,277,優先區,149.493
79205,QB036705500000,一般農業區,農牧用地,137,嘉義縣,布袋鎮,嘉義縣布袋鎮137,菜舖廍段新吉小段,550,優先區,5339.919
79206,QB036705500000,一般農業區,農牧用地,138,嘉義縣,布袋鎮,嘉義縣布袋鎮138,菜舖廍段新吉小段,550,優先區,1080.748
79207,QB036705500000,一般農業區,農牧用地,137-1,嘉義縣,布袋鎮,嘉義縣布袋鎮137-1,菜舖廍段新吉小段,550,優先區,5117.136
79211,QB023600820000,一般農業區,農牧用地,10,嘉義縣,布袋鎮,嘉義縣布袋鎮10,樹林頭段樹林小段,82,優先區,0.193
79212,QB023600830000,一般農業區,農牧用地,10,嘉義縣,布袋鎮,嘉義縣布袋鎮10,樹林頭段樹林小段,83,優先區,4380.849
79213,QB023600840000,一般農業區,農牧用地,10,嘉義縣,布袋鎮,嘉義縣布袋鎮10,樹林頭段樹林小段,84,優先區,4363.38
79214,QB023600850000,一般農業區,農牧用地,10,嘉義縣,布袋鎮,嘉義縣布袋鎮10,樹林頭段樹林小段,85,優先區,2151.865
79231,QB036906710000,一般農業區,農牧用地,1021,嘉義縣,布袋鎮,嘉義縣布袋鎮1021,考試潭段考試小段,671,優先區,163.584
79232,QB036906730000,一般農業區,農牧用地,1020,嘉義縣,布袋鎮,嘉義縣布袋鎮1020,考試潭段考試小段,673,優先區,2004.141
79233,QB036906730000,一般農業區,農牧用地,1021,嘉義縣,布袋鎮,嘉義縣布袋鎮1021,考試潭段考試小段,673,優先區,3516.799
79234,QB036906740000,一般農業區,農牧用地,1020,嘉義縣,布袋鎮,嘉義縣布袋鎮1020,考試潭段考試小段,674,優先區,651.568
79235,QB036906740000,一般農業區,農牧用地,1021,嘉義縣,布袋鎮,嘉義縣布袋鎮1021,考試潭段考試小段,674,優先區,1363.703
79253,QB023600590000,一般農業區,農牧用地,9,嘉義縣,布袋鎮,嘉義縣布袋鎮9,樹林頭段樹林小段,59,優先區,73.458
79254,QB023600600000,一般農業區,農牧用地,9,嘉義縣,布袋鎮,嘉義縣布袋鎮9,樹林頭段樹林小段,60,優先區,3.723
79272,QB023600050000,一般農業區,農牧用地,6,嘉義縣,布袋鎮,嘉義縣布袋鎮6,樹林頭段樹林小段,5,優先區,1147.055
